Title,Company,Salary_Min,Salary_Max,Region,Skills_Req,Link,Salary_Text
Программист 1С (стажер),"ООО ""АСМ""",60000,0,"Москва,","IT-компания - Архитектура Систем Менеджмента! Знаем все про 1С ! Предоставляем услуги по сопровождению, автоматизации и комплексному выполнению проектов на базе 1С:Предприятие 8. Также мы разрабатываем собственные продукты на платформе 1С. Наши разработки: - Модуль ""АСМ CRM"" - Модуль ""Проекты и управление задачами"" Обязанности: Разрабатывать, дорабатывать, сопровождать и поддерживать программные продукты на базе 1С:Предприятие 8 (Есть как внутренние задачи, так и по клиентам - P.S общаться с кли",https://www.rabota.ru/vacancy/50368043/,от 60 000 руб.
"Программист php, Битрикс (джуниор)",ИП Воробьев Денис Александрович,80000,150000,"Москва,","HTML, PHP, CSS, JavaScript",https://www.rabota.ru/vacancy/50397587/,80 000 — 150 000 руб.
"Бэкенд-разработчик Java, Senior","ООО ""ИНФОТЕХ ИНТЕГРАТОР""",150000,0,"Москва,","Обязательно: - Знание ООП и шаблонов проектирования; - Опыт работы с Java 11 и выше; - Глубокое понимание и опыт работы с фреймворками Spring и Spring Boot; - Опыт работы с ORM фреймворками и реляционными базами данных, особенно с PostgreSQL; - Понимание принципов микросервисной архитектуры и опыт ее применения в проектах; - Умение разрабатывать высококачественный, эффективный и масштабируемый код; - Опыт работы с REST- сервисами \ WebSocket ; - Опыт работы с Docker, Kubernetes; Желательно: - Пр",https://www.rabota.ru/vacancy/50004187/,от 150 000 руб.
Backend-разработчик,"ООО ""ТОП-АЙТИ""",60000,150000,"Казань,","PHP, PostgreSQL, MySQL, SQL, laravel, GIT",https://www.rabota.ru/vacancy/50501375/,60 000 — 150 000 руб.
Разработчик php,Digital-агентство Цунами,0,0,"Иваново,","HTML, PHP, MySQL, CMS 1C-Bitrix, CMS WordPress, MariaDB",https://www.rabota.ru/vacancy/50415451/,по договоренности
Backend-разработчик Senior (Python),"ООО ""ССЛ""",245000,245000,"Санкт-Петербург,","PostgreSQL, Python, GIT, Redis, Docker, Golang, CI/CD, Django REST framework, FastAPI",https://www.rabota.ru/vacancy/50533161/,245 000 руб.
Backend-разработчик,"ООО ""ССЛ""",150000,150000,"Санкт-Петербург,","PostgreSQL, Python, GIT, Redis, Docker, Golang",https://www.rabota.ru/vacancy/50533147/,150 000 руб.
IT директор CTO,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ СКЛЯР ФЕДОР ВАСИЛЬЕВИЧ,0,0,"Москва,","Обязанности: Разработка архитектуры проекта Управление командой разработчиков (постановка задач, контроль сроков) Обеспечение бесперебойной работы всех технических систем, анализ и минимизация рисков, определяющих качество услуг Планирование бюджета, закупка оборудования и необходимых облачных сервисов; Обеспечение кибербезопасности Требования: Опыт работы: от 3 лет Опыт работы с AAS Frontend\backend Python, Java, PHP и др Приветствуется опыт в фин техе, работа со статистикой, оценка рисков, опр",https://www.rabota.ru/vacancy/53644741/,по договоренности
Разработчик 1С,"ООО""ЮТЕХБОТ""",80000,120000,"Пермь,","1C, SQL, 1С программирование",https://www.rabota.ru/vacancy/47318275/,80 000 — 120 000 руб.
Программист 1С,"ООО ""ФОРБИОН""",120000,0,"Краснодар,","Мы динамично развивающаяся компания. Занимаемся автоматизацией бизнеса на программных продуктах 1С, а также ИТ-аутсорсингом, продажей торгового оборудования и Арендой 1С. Если вы целеустремлённый, обладающий аналитическим складом ума и желающий получить большой опыт в сфере 1С, приглашаем вас в нашу команду. С какими задачами предстоит работать: Участие в анализе требований заказчиков, поиске наиболее эффективных решений; Реализация запросов на изменение конфигурации по ТЗ; Анализ разработанного",https://www.rabota.ru/vacancy/49835859/,от 120 000 руб.
Инженер-разработчик,"ООО ""САЙГИВАТ""",90000,90000,"Фрязино,","Обязанности: Разрабатывать схемы электрические принципиальные и разводить печатные платы в CAD редакторах Требования: Высшее образование по специальностям Радиотехника, Электроника, Связь. Со знанием современных микроконтроллеров и опытом их программирования. Опыт ведения НИОКР, понимание этапов и умение разрабатывать отчетные технические документы: ТУ, ПМИ протоколы и акты испытаний. Приветствуется знание ЕСКД. Условия: График: 5/2, с 8:00 до 17:00 или с 9:00 до 18:00. Трудоустройство по ТК РФ",https://www.rabota.ru/vacancy/50420380/,90 000 руб.
Разработчик Python backend developer fullstack,Группа компаний Аврора,0,0,"Химки,","Опыт работы с геоданными и поставщиками услуг телематики Цезарь, Опыт работы с геоданными и поставщиками услуг телематики Виалон",https://www.rabota.ru/vacancy/54267093/,по договоренности
Программист 1С (удаленно),ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ТЕЛЯКОВ АРТЕМ СЕРГЕЕВИЧ,0,150000,"Челябинск,","доработка конфигураций 1С, внедрение конфигураций 1С, разработка нетиповых конфигураций 1С, 1С программирование",https://www.rabota.ru/vacancy/50212200/,до 150 000 руб.
Системный аналитик (Private Banking),СБЕР,100000,0,"Москва,","Команда занимается развитием продукта Инвестиционного консультирования Private Banking. Мы работаем над проектом по развитию АС, которая обеспечивает автоматизацию процесса работы с инвестиционными портфелями клиентов и предоставлению им инвестиционных рекомендаций. В систему интегрированы различные источники данных по финансовым инструментам, аналитическим параметрам, позициям клиентов. Обязанности Проведение анализа текущей торговой инфраструктуры на базе Quik для формирования требований к нов",https://www.rabota.ru/vacancy/54281282/,от 100 000 руб.
Системный аналитик (Забота о клиентах),СБЕР,100000,0,"Москва,","ИТ B2C — самая крупная экосистема в Сбере. Нас более 8000 человек в 18 городах России. Мы занимаемся разработкой и развитием розничных решений, помогая сделать сервисы Банка доступнее, безопаснее и удобнее. Ищем кандидата в рамках расширения команды, развивающей UX при взаимодействии с поддержкой (чат с оператором, обращения) в СБОЛ. Позиция предполагает регулярную работу с UX в текстовой и голосовой модальностях, backend-архитектурой и AI/NLP решениями. Обязанности Сбор и формализация требовани",https://www.rabota.ru/vacancy/54281290/,от 100 000 руб.
Системный аналитик,СБЕР,0,0,"Москва,","Мы ищем человека, способного вместе с нами создавать и развивать продукт «Early Warning System». Наши основные задачи: создание автоматизированного процесса своевременного выявления негативных тенденций в деятельности контрагентов на ранних стадиях на основании автоматизированной обработки большого объема данных из различных источников с использованием алгоритмов и моделей с применением технологий искусственного интеллекта. создание автоматизированного рабочего места подразделения мониторинга на",https://www.rabota.ru/vacancy/54276729/,по договоренности
Администратор операционных систем на базе Astra Linux,СберСтрахование,0,0,"Москва,","Команда управления ИТ-инфраструктурой ищет сотрудника, который усилит нашу команду системных администраторов в части использования Astra Linux и LDAP каталога на его основе. Обязанности Администрирование, мониторинг, настройка и оптимизация Linux-серверов (Астра Линукс); Настройка, контроль, и сопровождение процедур автоматического обновления ОС Linux и системного программного обеспечения; Поиск узких мест и оптимизация архитектуры информационных систем; Автоматизация регламентных задач и управл",https://www.rabota.ru/vacancy/54275200/,по договоренности
Инженер телефонии контакт-центра,СберСтрахование,0,0,"Москва,","Команда управления ИТ-инфраструктурой ищет сотрудника, который усилит нашу команду в части развития и эксплуатации сервисов телефонии и контакт-центра. Обязанности Администрирование и техническая поддержка телекоммуникационного программного обеспечения и оборудования; Поддержка работоспособности голосовых сервисов на базе платформ Avaya Aura 8 и Avaya Session Border Controller (SBC), MightyCall; Мониторинг и оптимизация работы IP-телефонии; Разработка технической документации, инструкций и регла",https://www.rabota.ru/vacancy/54268581/,по договоренности
Метеоролог,"ООО ""ДАНИО-пресс""",59000,70000,"Москва,","Обязанности: Основная задача – автоматизация и оптимизация работы метеорологической службы Получение информации из разных источников, обработка и ведение баз данных метеорологических параметров, работа с климатическими данными (SQL, MySQL, PostgreSQL Работа с геоинформационными системами (GIS), разработка картографической продукции (Surfer (Windows) / Matplotlib (Python) или аналогии) Разбор метеорологических кодов (METER, TAF, КН-01 и другие) Работа с и гидродинамическими мезомасштабными моделя",https://www.rabota.ru/vacancy/47070753/,59 000 — 70 000 руб.
Преподаватель программирования/робототехники,Индивидуальный предприниматель ШЕПТЕЛУТЬ МИХАИЛ СЕРГЕЕВИЧ,80000,120000,"Люберцы,","Adobe Photoshop, C#, Python, Обучение и развитие, Blender 3D, С++, Lua, Unity, Робототехника, Веб-программирование, Преподаватель, Unreal Engine, верстка сайтов",https://www.rabota.ru/vacancy/53720680/,80 000 — 120 000 руб.
Преподаватель программирования,ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ СТАРОДУБЦЕВА ЕЛЕНА НИКОЛАЕВНА,60000,100000,"Пушкино,","ответственность, пунктуальность, коммуникабельность, Adobe Photoshop, C#, HTML, HTML5, JavaScript, организация учебного процесса, 3D моделирование, Python, групповые занятия, проведение уроков, преподавание предмета, Blender, GIT, Unity, figma",https://www.rabota.ru/vacancy/53747655/,60 000 — 100 000 руб.
QA-инженер,Пассворк,120000,160000,"Архангельск,","Пассворк специализируется на защите корпоративных данных и информационной безопасности. Мы предлагаем нашим клиентам простое и надежное решение для хранения и управления паролями. Мы ценим своих сотрудников и стремимся создать комфортные условия для всех: гибкий рабочий график, дружескую атмосферу в коллективе, свободный дресс-код и уютный офис в Архангельске. Мы предлагаем Работа удаленно или в офисе — ты сам выбираешь удобный формат. Гибкий график. С 10:00 до 18:00. Компенсация курсов и заняти",https://www.rabota.ru/vacancy/54259600/,120 000 — 160 000 руб.
Senior Data Scientist (Data Core),СБЕР,0,0,"Москва,","Команда создает и поддерживает масштабируемое хранилище данных (Data Lake) и разрабатывает передовую интеллектуальную систему поиска, использующую AI/ML, чтобы пользователи могли легко находить нужную информацию во всем многообразии данных Блока. Технологии/инструменты : Python,PyTorch,FastAPI,RNN/LSTM/Transformers,LLM.RAG,AgenticRAG,PostgreSQL,Vector storage,LangChain,LangGraph,MLflow,Git,Docker,OpenShift,Kafka,Jenkins,Grafana. Обязанности Проектирование и разработка сложных Агентных и AgenticR",https://www.rabota.ru/vacancy/54272419/,по договоренности
Backend Developer (Golang),СБЕР,0,0,"Москва,","Мы - команда, создающая комплексную систему противодействия мошенничеству и обеспечивающая online/offline безопасность миллионов клиентов банка 24/7/365, предоставляя инструменты собственной разработки. Мы находимся на передовой технологических инноваций, соединяя возможности ИИ, современные технологии и потребности общества. Наше направление AI-трансформации — это стратегическая инициатива по интеграции LLM-агентов и мультиагентных систем в собственную аналитическую платформу: AI-решения для гл",https://www.rabota.ru/vacancy/54268369/,по договоренности
TeamLead разработки (Сайт),Сбербанк страхование жизни,0,0,"Москва,",Команда СберСтрахованияЖизни в поиске Тимлида разработки сайта. Основная задача - развитие сайта компании. Требования Опыт работы ИТ-лидом команды от 3-х лет (5-10 человек); Сильный технический бэкграунд: кандидат вырос из backend-разработки на Java и понимает как работает фронт; Понимание архитектуры современных цифровых платформ и микросервисных решений; Опыт управления двумя командами разработки будет плюсом; Умение выстраивать эффективное взаимодействие между бизнесом и ИТ Опыт работы в Agil,https://www.rabota.ru/vacancy/54264726/,по договоренности
DevOps engineer,СБЕР,0,0,"Москва,","Наша команда занимается развитием платформы создания витрин данных. Мы ищем в команду DevOps инженера на продукт Рабочее место дата инженера. Чтобы ускорить процесс вашего рассмотрения на вакансию, вы можете пройти первичное интервью с ГигаРекрутером. Если у вас нет доступа к Telegram, это не повлияет на рассмотрение — мы изучим ваше резюме и свяжемся с вами при необходимости. Задачи: строить CI/CD конвейеры для продуктов BigData и DWH повышать надежность, безопасность, эффективность процессов с",https://www.rabota.ru/vacancy/54267965/,по договоренности
Специалист по комплексной реабилитации детей с ЗПР/РАС,"JCat, сервис размещения объявлений",100000,150000,"Москва,","проведение презентаций, ведение отчетности, анализ рынка, организация обучающих мероприятий, сбор обратной связи, Ведение переговоров с врачами, Продвижение медицинских препаратов",https://www.rabota.ru/vacancy/54264293/,100 000 — 150 000 руб.
Менеджер по работе с отказами (медиатор),Staffberry,0,120000,"Москва,","Юридический проект, сосредоточенный на возмещении материального ущерба нанесенного гражданам Российской Федерации различными коммерческими структурами. Одним из приоритетных направлений деятельности является защита прав частной собственности, которую нарушили курорты, работающие по системе Таймшера. Обязанности: Осуществление холодных первичных звонков по готовой базе. Работа с отказами на уровне воронок, проработка базы недозвонов/отказов. Выставление оферты сертификата на продажу. Ведение отче",https://www.rabota.ru/vacancy/54273738/,до 120 000 руб.
Помощник менеджера по работе с клиентами,"ООО ""Урбан Гарант""",60000,0,"Москва,","ведение документооборота, делопроизводство, деловая переписка, Административная поддержка руководителя, исполнение поручений руководителя",https://www.rabota.ru/vacancy/54264857/,от 60 000 руб.
Помощник менеджера по работе с клиентами,"ООО ""АККАПОЛ""",35000,50000,"Москва,","Обязанности: •Прием звонков (прием заявок, согласование взаимодействия между клиентами и менеджером) •Работа с существующими клиентами компании, помощь менеджеру в обработке заявок, формировании и отправке коммерческих предложений •Оформление первичной бухгалтерской документации (выписка счетов, подготовка сопровождающей документации по отгрузкам, ведение договоров, проведение сверок с текущими клиентами и т.п.) •Взаимодействие со складом при формировании заказов и заявок •Выполнение поручений м",https://www.rabota.ru/vacancy/50350787/,35 000 — 50 000 руб.
Главный специалист отдела расчетов с населением,Газпром Межрегионгаз,104000,126000,"Москва,","MS Office  Excel, MS Office Word, 1C, Консультант Плюс, работа с БД, Работа с большим объемом информации",https://www.rabota.ru/vacancy/53745788/,104 000 — 126 000 руб.
Помощник менеджера по работе с клиентами,ИП Котов Вячеслав,75000,0,"Москва,","пунктуальность, внимательность, обучаемость, MS Office  Excel, MS Office Word, ведение деловой переписки, прием входящих звонков, ведение клиентской базы, телефонные переговоры, работа с документами, подготовка коммерческих предложений, ведение заказов, 1С:Торговля и Склад, обработка данных, обеспечение жизнедеятельности офиса, исходящие звонки, работа с клиентами, выполнение поручений, оформление заказов, продажи продукта / услуги, работа с заказами, общение по телефону",https://www.rabota.ru/vacancy/50459959/,от 75 000 руб.
Бухгалтер по работе с первичной документацией,"ООО ""АНБО""",70000,0,"Москва,","работа с первичной документацией, 1С:Бухгалтерия, составление авансовых отчетов, ведение бухгалтерского учета, подготовка платежных поручений",https://www.rabota.ru/vacancy/49736832/,от 70 000 руб.
Ассистент менеджера по работе с маркетплейсами,"ООО ""РОСИНКА""",0,65000,"Москва,","аналитический склад ума, составление отчетности, Работа с большим объемом информации, инструменты маркетплейсов, Анализ маркетплейсов",https://www.rabota.ru/vacancy/50411709/,до 65 000 руб.
Оператор 1С по работе с сетевыми клиентами,"ООО ""ЛЕНТА""",60000,0,"Москва,","клиентоориентированность, обучаемость, уверенный пользователь ПК, Деловое общение, работа с желобами клиентов",https://www.rabota.ru/vacancy/54222963/,от 60 000 руб.
Менеджер по работе с маркетплейсами (wildberries),"ООО ""СИ-ГРУПП""",30000,80000,"Москва,","исполнительность, внимательность, грамотная речь, обучаемость, аналитический склад ума, ценообразование, анализ конкурентов, аналитика продаж, MS Excel, Работа в команде, seo оптимизация, Инфографика, wildberries, маркетплейсы, ЛК Wildberries, ЛК OZON, создание карточек товара, работа с отзывами и вопросами покупателей, оформление поставок, анализ ниши, вывод товара в топ",https://www.rabota.ru/vacancy/47905374/,30 000 — 80 000 руб.
Помощник менеджера по работе с кабинетом wildberries,"ООО ""ВИ АРТ""",15000,45000,"Москва,","ответственность, доброжелательность, MS Office  Excel, аналитика продаж, пользователь ПК, Продажи на wildberries, работа с гугл таблица",https://www.rabota.ru/vacancy/52780673/,15 000 — 45 000 руб.
Администратор по работе с клиентскими отзывами,Спецснаб 06,65000,85000,"Москва,","стрессоустойчивость, клиентоориентированность, отзывчивость, уверенный пользователь ПК, общение с клиентами, грамотная письменная речь, внимательность к деталям, Работа с текстом",https://www.rabota.ru/vacancy/54274934/,65 000 — 85 000 руб.
Менеджер по работе с сетями (CAM),ИНДИВИДУАЛЬНЫЙ ПРЕДПРИНИМАТЕЛЬ ТОРОПОВА ШУШАНИК РАНТИКОВНА,200000,0,"Сочи,","ответственность, коммуникабельность, стрессоустойчивость, аналитический склад ума, MS Office  Excel, MS Office Word, проведение презентаций, ведение клиентской базы, ценообразование, работа с документами, разработка и проведение маркетинговых мероприятий, деловая переписка, Работа с отзывами и вопросами, оформление поставки",https://www.rabota.ru/vacancy/54209570/,от 200 000 руб.
Системный аналитик (ИТ-блок Строительства),СБЕР,0,0,"Москва,","Мы команда, которая создает уникальные системы для Департамента строительства. У нас широкий круг интересных задач по организации хранения и обработки больших данных, работы с проектной документацией, 3D визуализация моделей, AI. Наши решения основаны на современном стеке технологий. Став частью нашей команды у вас появится возможность улучшать процессы за счет создания инструментов, применяемых в управлении строительными проектами Обязанности много общаться со своей и смежными командами, архите",https://www.rabota.ru/vacancy/54281132/,по договоренности
Системный администратор / IT-специалист,jobcart,100000,0,"Красногорск,","Вакансия компании ООО ""ФЕНИКС"" ООО «Феникс» является официальным поставщиком одноразовых перчаток мировых производителей из Малайзии, Тайланда и Китая. Обязанности: 1. IT-инфраструктура офиса: - Обслуживание компьютерной техники (ПК, ноутбуки, МФУ, телефония). - Настройка Wi-Fi, VPN, корпоративной почты (частный сервер/Яндекс Почта). - Обеспечение резервного копирования и антивирусной защиты. - Закупка расходников и софта (лицензии, драйверы, обновления). 2. Администрирование 1С и CRM: - 1С: упр",https://www.rabota.ru/vacancy/54275847/,от 100 000 руб.
