Date,Company,Title,Salary,Skills,Meta_Info,Link
2026-05-04T10:27:11+03:00,Not specified,Инженер по тестированию (ОС Astra Linux),Not specified,,Not specified,https://career.habr.com/vacancies/1000160388
2026-05-04T10:03:54+03:00,Not specified,Программист Backend PHP на yii2 (Middle),от 70 000 до 90 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166323
2026-05-04T09:38:01+03:00,Not specified,Java-разработчик,Not specified,,Not specified,https://career.habr.com/vacancies/1000165768
2026-05-04T09:16:45+03:00,Not specified,Системный аналитик,от 75 000 до 130 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166338
2026-05-04T07:34:37+03:00,Not specified,Java Developer,Not specified,,Not specified,https://career.habr.com/vacancies/1000165261
2026-05-04T00:15:32+03:00,Not specified,Системный аналитик,Not specified,,Not specified,https://career.habr.com/vacancies/1000166343
2026-05-03T22:59:12+03:00,Not specified,Инженер по тестированию Платформа Android,Not specified,,Not specified,https://career.habr.com/vacancies/1000166342
2026-05-03T22:27:10+03:00,Not specified,LEAD AI/ML ENGINEER,от 400 000 ₽,,Not specified,https://career.habr.com/vacancies/1000164602
2026-05-03T22:02:20+03:00,Not specified,Chief Technology Officer (CTO),Not specified,,Not specified,https://career.habr.com/vacancies/1000166190
2026-05-02T19:27:05+03:00,Not specified,Разработчик WebRTC-сервисов на Go в видеоплатформу,от 300 000 до 490 000 ₽,,Not specified,https://career.habr.com/vacancies/1000150590
2026-05-02T18:27:05+03:00,Not specified,Сервис менеджер/Ведущий инженер сопровождения,Not specified,,Not specified,https://career.habr.com/vacancies/1000165604
2026-05-02T17:37:30+03:00,Not specified,Middle/Senior DevOps Engineer [МТС Веб Сервисы],Not specified,,Not specified,https://career.habr.com/vacancies/1000165607
2026-05-02T16:27:11+03:00,Not specified,Продуктовый аналитик (Рекомендации в Поиск),Not specified,,Not specified,https://career.habr.com/vacancies/1000160764
2026-05-02T13:54:04+03:00,Not specified,Администратор проекта,Not specified,,Not specified,https://career.habr.com/vacancies/1000164056
2026-05-01T16:48:25+03:00,Not specified,C++ red team developer,от 230 000 до 350 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166280
2026-05-01T16:48:25+03:00,Not specified,Pentester,от 150 000 до 250 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166249
2026-04-30T15:37:30+03:00,Not specified,VibeCoder / Platform Engineer (Node.js / Kubernetes),до 220 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166336
2026-04-30T15:28:24+03:00,Not specified,Специалист по сертификационным испытаниям (ФСТЭК),Not specified,,Not specified,https://career.habr.com/vacancies/1000166335
2026-04-30T15:21:57+03:00,Not specified,"Программист 1С (зарплата, кадры)",до 300 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166334
2026-04-30T12:22:05+03:00,Not specified,Java разработчик,Not specified,,Not specified,https://career.habr.com/vacancies/1000152136
2026-04-30T11:34:45+03:00,Not specified,Reverse-инженер,Not specified,,Not specified,https://career.habr.com/vacancies/1000160479
2026-04-30T11:34:19+03:00,Not specified,Системный Android разработчик [Senior],Not specified,,Not specified,https://career.habr.com/vacancies/1000165893
2026-04-30T11:02:07+03:00,Not specified,Специалист внедрения и сопровождения ( 2-3 линии технической поддержки),Not specified,,Not specified,https://career.habr.com/vacancies/1000166330
2026-04-30T10:57:57+03:00,Not specified,Специалист по проектированию систем ИБ,Not specified,,Not specified,https://career.habr.com/vacancies/1000166328
2026-04-30T10:56:42+03:00,Not specified,Менеджер по продажам ИБ-решений,Not specified,,Not specified,https://career.habr.com/vacancies/1000166327
2026-04-30T10:53:08+03:00,Not specified,Менеджер по продажам ИБ-решений,Not specified,,Not specified,https://career.habr.com/vacancies/1000157284
2026-04-30T10:52:24+03:00,Not specified,Специалист по проектированию систем ИБ,Not specified,,Not specified,https://career.habr.com/vacancies/1000145003
2026-04-30T10:14:22+03:00,Not specified,Инженер-разработчик РЭА,Not specified,,Not specified,https://career.habr.com/vacancies/1000166324
2026-04-30T08:30:25+03:00,Not specified,Team Lead разработки (Java),Not specified,,Not specified,https://career.habr.com/vacancies/1000166322
2026-04-29T18:10:07+03:00,Not specified,Инженер-интегратор робототехнических систем,Not specified,,Not specified,https://career.habr.com/vacancies/1000166320
2026-04-29T14:56:49+03:00,Not specified,Серверный инженер,Not specified,,Not specified,https://career.habr.com/vacancies/1000165262
2026-04-29T14:28:07+03:00,Not specified,Системный аналитик,Not specified,,Not specified,https://career.habr.com/vacancies/1000166313
2026-04-29T13:55:59+03:00,Not specified,QA Engineer (Manual → AQA),от 150 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166311
2026-05-08T13:27:02+03:00,Not specified,GO-разработчик (Геосервисы),Not specified,,Not specified,https://career.habr.com/vacancies/1000160638
2026-04-29T13:23:44+03:00,Not specified,Системный аналитик ЦФТ,Not specified,,Not specified,https://career.habr.com/vacancies/1000166309
2026-04-29T12:08:50+03:00,Not specified,Разработчик MLOps (Python),Not specified,,Not specified,https://career.habr.com/vacancies/1000166308
2026-04-29T10:59:14+03:00,Not specified,Финансовый аналитик,от 100 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166307
2026-04-29T10:55:41+03:00,Not specified,Руководитель группы разработки (backend Node.js),Not specified,,Not specified,https://career.habr.com/vacancies/1000139185
2026-04-29T10:55:04+03:00,Not specified,Разработчик Node.js,Not specified,,Not specified,https://career.habr.com/vacancies/1000151615
2026-04-29T10:47:46+03:00,Not specified,Администратор проекта (Информационная безопасность),Not specified,,Not specified,https://career.habr.com/vacancies/1000166306
2026-04-29T10:43:44+03:00,Not specified,Фуллстек-аналитик (бизнес/системный)/Сетевая безопасность,Not specified,,Not specified,https://career.habr.com/vacancies/1000166305
2026-04-29T10:37:42+03:00,Not specified,Пресейл-инженер (Информационная безопасность/ИБ),Not specified,,Not specified,https://career.habr.com/vacancies/1000166304
2026-04-29T10:26:34+03:00,Not specified,Методолог,Not specified,,Not specified,https://career.habr.com/vacancies/1000166303
2026-04-29T10:21:19+03:00,Not specified,Инженер по обеспечению качества,Not specified,,Not specified,https://career.habr.com/vacancies/1000164074
2026-04-28T20:56:07+03:00,Not specified,Middle/Middle+ SRE Engineer (Дальний Восток),Not specified,,Not specified,https://career.habr.com/vacancies/1000133845
2026-04-28T20:53:59+03:00,Not specified,Senior Site Reliability Engineer (SRE),Not specified,,Not specified,https://career.habr.com/vacancies/1000157520
2026-04-28T16:41:16+03:00,Not specified,Lead Search Engineer,Not specified,,Not specified,https://career.habr.com/vacancies/1000166297
2026-04-28T14:58:36+03:00,Not specified,Project Manager / Специалист по внедрению AI-менеджеров (удалённо),от 70 000 до 150 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166292
2026-04-28T12:29:04+03:00,Not specified,"QA Engineer (Спб, офис)",Not specified,,Not specified,https://career.habr.com/vacancies/1000166286
2026-04-28T12:14:21+03:00,Not specified,Middle Java Developer,от 150 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166285
2026-04-28T11:55:59+03:00,Not specified,Senior DevOps-инженер на проект банка (система распознавания документов),Not specified,,Not specified,https://career.habr.com/vacancies/1000166284
2026-04-28T11:16:10+03:00,Not specified,Golang-разработчик,Not specified,,Not specified,https://career.habr.com/vacancies/1000151221
2026-04-28T11:16:10+03:00,Not specified,QA Automation Engineer (JavaScript/TypeScript),Not specified,,Not specified,https://career.habr.com/vacancies/1000156020
2026-04-28T10:23:20+03:00,Not specified,Frontend-разработчик на Angular,Not specified,,Not specified,https://career.habr.com/vacancies/1000166283
2026-04-28T10:01:58+03:00,Not specified,Руководитель отдела технической поддержки [Новосибирск],Not specified,,Not specified,https://career.habr.com/vacancies/1000164333
2026-04-27T15:41:56+03:00,Not specified,Аналитик данных (финансовое направление),Not specified,,Not specified,https://career.habr.com/vacancies/1000165716
2026-04-27T15:38:59+03:00,Not specified,Automation QA (Java),Not specified,,Not specified,https://career.habr.com/vacancies/1000147285
2026-04-27T14:18:48+03:00,Not specified,Менеджер по компенсациям и льготам (C&B и HR-аналитика),Not specified,,Not specified,https://career.habr.com/vacancies/1000166274
2026-04-27T13:11:47+03:00,Not specified,Старший инженер AppSec,Not specified,,Not specified,https://career.habr.com/vacancies/1000166278
2026-04-27T12:25:17+03:00,Not specified,Руководитель цифровой трансформации / Директор по развитию FinTech × Bank,Not specified,,Not specified,https://career.habr.com/vacancies/1000166272
2026-04-27T11:22:35+03:00,Not specified,Senior Rendering engineer C++ в 3D Карту,Not specified,,Not specified,https://career.habr.com/vacancies/1000166269
2026-04-27T11:04:48+03:00,Not specified,DevOps-инженер,от 50 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166246
2026-04-27T07:57:20+03:00,Not specified,Старший бизнес-аналитик,Not specified,,Not specified,https://career.habr.com/vacancies/1000166268
2026-05-04T17:27:03+03:00,Not specified,Руководитель команды разработки / TechLead,Not specified,,Not specified,https://career.habr.com/vacancies/1000164806
2026-04-25T16:27:04+03:00,Not specified,Системный администратор поддержки,Not specified,,Not specified,https://career.habr.com/vacancies/1000165230
2026-04-25T16:27:04+03:00,Not specified,Системный администратор vsphere NSX,Not specified,,Not specified,https://career.habr.com/vacancies/1000165229
2026-04-25T16:27:03+03:00,Not specified,Системный администратор локальной поддержки,Not specified,,Not specified,https://career.habr.com/vacancies/1000165228
2026-04-25T13:27:06+03:00,Not specified,Аналитик SOC | Специалист 2 линии SOC,Not specified,,Not specified,https://career.habr.com/vacancies/1000165218
2026-04-25T13:27:06+03:00,Not specified,Менеджер продукта,Not specified,,Not specified,https://career.habr.com/vacancies/1000165216
2026-04-25T13:27:06+03:00,Not specified,Специалист по информационной безопасности,Not specified,,Not specified,https://career.habr.com/vacancies/1000165215
2026-04-25T13:27:04+03:00,Not specified,Fullstack разработчик (PHP),Not specified,,Not specified,https://career.habr.com/vacancies/1000165214
2026-04-25T13:27:04+03:00,Not specified,Руководитель отдела коммерческих продаж (Департамента Косметология),Not specified,,Not specified,https://career.habr.com/vacancies/1000165213
2026-04-25T12:27:06+03:00,Not specified,Системный/Бизнес аналитик 1С,Not specified,,Not specified,https://career.habr.com/vacancies/1000165212
2026-04-25T12:27:06+03:00,Not specified,Специалист поддержки МДЛП,Not specified,,Not specified,https://career.habr.com/vacancies/1000165211
2026-04-25T12:27:05+03:00,Not specified,Сетевой инженер,Not specified,,Not specified,https://career.habr.com/vacancies/1000165210
2026-04-25T12:27:05+03:00,Not specified,Программист 1С,Not specified,,Not specified,https://career.habr.com/vacancies/1000165209
2026-04-25T12:27:04+03:00,Not specified,Бренд-менеджер,Not specified,,Not specified,https://career.habr.com/vacancies/1000165208
2026-04-25T12:27:04+03:00,Not specified,Системный администратор,Not specified,,Not specified,https://career.habr.com/vacancies/1000165207
2026-04-25T12:27:04+03:00,Not specified,Системный администратор выездной,Not specified,,Not specified,https://career.habr.com/vacancies/1000165206
2026-04-24T15:27:13+03:00,Not specified,Программист C++ (NGFW),Not specified,,Not specified,https://career.habr.com/vacancies/1000166261
2026-04-24T15:23:30+03:00,Not specified,Программист C#,Not specified,,Not specified,https://career.habr.com/vacancies/1000166260
2026-04-24T15:17:28+03:00,Not specified,Руководитель группы сетевых инженеров,Not specified,,Not specified,https://career.habr.com/vacancies/1000166259
2026-04-24T14:52:11+03:00,Not specified,Product Designer,Not specified,,Not specified,https://career.habr.com/vacancies/1000166258
2026-04-24T14:49:00+03:00,Not specified,Тестировщик-автоматизатор (AQA),Not specified,,Not specified,https://career.habr.com/vacancies/1000166257
2026-04-24T13:32:28+03:00,Not specified,Релиз-менеджер,Not specified,,Not specified,https://career.habr.com/vacancies/1000166250
2026-04-24T12:20:21+03:00,Not specified,AI Automation Engineer,от 4000 до 6000 $,,Not specified,https://career.habr.com/vacancies/1000166248
2026-04-24T02:28:37+03:00,Not specified,Backend Developer (Laravel),Not specified,,Not specified,https://career.habr.com/vacancies/1000166247
2026-04-23T18:06:30+03:00,Not specified,Team Lead автоматизации тестирования (SDET),Not specified,,Not specified,https://career.habr.com/vacancies/1000166244
2026-04-23T17:43:47+03:00,Not specified,Специалист внедрения и сопровождения ( 2-3 линии технической поддержки),Not specified,,Not specified,https://career.habr.com/vacancies/1000163470
2026-04-23T17:35:31+03:00,Not specified,Эксперт по безопасной разработке,Not specified,,Not specified,https://career.habr.com/vacancies/1000166240
2026-04-23T15:40:29+03:00,Not specified,Системный аналитик (Информационная безопасность),Not specified,,Not specified,https://career.habr.com/vacancies/1000166235
2026-04-23T14:36:15+03:00,Not specified,Head of Engineering,от 400 000 до 450 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166228
2026-04-23T13:30:44+03:00,Not specified,Разработчик Ruby On Rail-Senior (Fullstack),от 5000 до 15 000 $,,Not specified,https://career.habr.com/vacancies/1000165742
2026-04-23T10:41:43+03:00,Not specified,AI Automation/AI Systems Integrator (AI Automation Engineer/LLM Systems Engineer,Not specified,,Not specified,https://career.habr.com/vacancies/1000166213
2026-04-23T10:36:29+03:00,Not specified,Разработчик Bitrix 24,Not specified,,Not specified,https://career.habr.com/vacancies/1000166220
2026-04-23T09:51:10+03:00,Not specified,C# Developer (WinForms + SQL),от 350 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166222
2026-04-23T01:07:55+03:00,Not specified,Fullstack Developer (MERN / NestJS),Not specified,,Not specified,https://career.habr.com/vacancies/1000166226
2026-04-22T15:59:47+03:00,Not specified,"Программист backend Python, Django middle +",Not specified,,Not specified,https://career.habr.com/vacancies/1000166198
2026-04-22T14:53:44+03:00,Not specified,Эксперт по информационной безопасности (КИИ АСУ ТП),Not specified,,Not specified,https://career.habr.com/vacancies/1000166221
2026-04-22T14:23:12+03:00,Not specified,Архитектор по информационной безопасности сетевой инфраструктуры (АСУ ТП),Not specified,,Not specified,https://career.habr.com/vacancies/1000166219
2026-04-22T12:25:56+03:00,Not specified,Консультант SAP BPC,Not specified,,Not specified,https://career.habr.com/vacancies/1000166218
2026-04-22T12:24:37+03:00,Not specified,Архитектор программного обеспечения,Not specified,,Not specified,https://career.habr.com/vacancies/1000166217
2026-04-22T12:21:44+03:00,Not specified,"Методолог (SAP, бюджетирование и управленческий учет)",Not specified,,Not specified,https://career.habr.com/vacancies/1000166216
2026-04-22T09:34:04+03:00,Not specified,AppSec,Not specified,,Not specified,https://career.habr.com/vacancies/1000165728
2026-04-22T09:08:53+03:00,Not specified,Маркетолог,от 120 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166210
2026-04-22T08:48:35+03:00,Not specified,Appsec,Not specified,,Not specified,https://career.habr.com/vacancies/1000166209
2026-04-22T05:28:12+03:00,Not specified,Data Scientist,Not specified,,Not specified,https://career.habr.com/vacancies/1000165669
2026-04-21T18:27:48+03:00,Not specified,"Backend Developer (PHP, Laravel)",Not specified,,Not specified,https://career.habr.com/vacancies/1000166163
2026-04-21T18:24:39+03:00,Not specified,Senior/Lead Frontend разработчик (React),Not specified,,Not specified,https://career.habr.com/vacancies/1000158318
2026-04-21T17:10:46+03:00,Not specified,"Frontend-разработчик (vanilla JS, high-load)",от 200 000 ₽,,Not specified,https://career.habr.com/vacancies/1000164014
2026-04-21T17:09:52+03:00,Not specified,Product Marketing Manager,от 2500 до 6000 $,,Not specified,https://career.habr.com/vacancies/1000166205
2026-04-21T16:40:25+03:00,Not specified,QA Fullstack (C#),Not specified,,Not specified,https://career.habr.com/vacancies/1000160947
2026-04-21T15:07:45+03:00,Not specified,Ведущий системный аналитик,Not specified,,Not specified,https://career.habr.com/vacancies/1000166196
2026-04-21T14:49:08+03:00,Not specified,Главный технический архитектор ИТ-продукта (HR-tech),Not specified,,Not specified,https://career.habr.com/vacancies/1000165750
2026-04-21T12:37:54+03:00,Not specified,Специалист по анализу защищенности (pentest),Not specified,,Not specified,https://career.habr.com/vacancies/1000157044
2026-04-21T11:39:51+03:00,Not specified,Frontend-разработчик React,Not specified,,Not specified,https://career.habr.com/vacancies/1000080118
2026-04-21T11:25:58+03:00,Not specified,Project-manager IT (менеджер проектов),от 100 000 до 180 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166184
2026-04-21T11:23:29+03:00,Not specified,Data Engineer,Not specified,,Not specified,https://career.habr.com/vacancies/1000166193
2026-04-20T19:26:44+03:00,Not specified,PHP-разработчик,от 15 000 до 250 000 ₽,,Not specified,https://career.habr.com/vacancies/1000164921
2026-04-20T16:31:52+03:00,Not specified,Data Engineer mid (DWH),Not specified,,Not specified,https://career.habr.com/vacancies/1000153953
2026-04-20T15:42:41+03:00,Not specified,Technical support [Junior],Not specified,,Not specified,https://career.habr.com/vacancies/1000166187
2026-04-20T15:27:04+03:00,Not specified,Инженер ПЛИС (OCV),Not specified,,Not specified,https://career.habr.com/vacancies/1000165164
2026-04-20T15:27:03+03:00,Not specified,Инженер по испытаниям и метрологии РЭА,Not specified,,Not specified,https://career.habr.com/vacancies/1000165163
2026-04-20T15:27:03+03:00,Not specified,ML Engineer / Инженер машинного обучения,Not specified,,Not specified,https://career.habr.com/vacancies/1000165161
2026-04-20T15:27:02+03:00,Not specified,Инженер по работе с конструкторской документацией,Not specified,,Not specified,https://career.habr.com/vacancies/1000165160
2026-04-20T15:04:38+03:00,Not specified,IT-Project manager,Not specified,,Not specified,https://career.habr.com/vacancies/1000106918
2026-04-20T14:32:54+03:00,Not specified,B2B Sales Manager,Not specified,,Not specified,https://career.habr.com/vacancies/1000166186
2026-04-20T14:27:04+03:00,Not specified,Сетевой инженер (техническая поддержка),Not specified,,Not specified,https://career.habr.com/vacancies/1000165159
2026-04-20T14:27:03+03:00,Not specified,Руководитель отдела тестирования,Not specified,,Not specified,https://career.habr.com/vacancies/1000165158
2026-04-20T14:27:03+03:00,Not specified,Web тестировщик (в офис),Not specified,,Not specified,https://career.habr.com/vacancies/1000165157
2026-04-20T14:27:02+03:00,Not specified,Senior Computer Vision Engineer,Not specified,,Not specified,https://career.habr.com/vacancies/1000165156
2026-04-20T14:27:02+03:00,Not specified,Инженер-программист ArduPilot/PX4,Not specified,,Not specified,https://career.habr.com/vacancies/1000165155
2026-04-20T14:27:02+03:00,Not specified,Разработчик Embedded STM32 C/C++,Not specified,,Not specified,https://career.habr.com/vacancies/1000165154
2026-04-20T13:52:08+03:00,Not specified,Python Developer,от 75 000 ₽,,Not specified,https://career.habr.com/vacancies/1000163346
2026-04-20T10:32:28+03:00,Not specified,PHP-разработчик,Not specified,,Not specified,https://career.habr.com/vacancies/1000148160
2026-04-20T09:44:48+03:00,Not specified,Java-разработчик,Not specified,,Not specified,https://career.habr.com/vacancies/1000165673
2026-04-19T17:27:06+03:00,Not specified,Инженер сервиса,Not specified,,Not specified,https://career.habr.com/vacancies/1000165140
2026-04-19T17:27:06+03:00,Not specified,Инженер сервисного центра,Not specified,,Not specified,https://career.habr.com/vacancies/1000165139
2026-04-19T17:27:06+03:00,Not specified,Product manager (Hardware),Not specified,,Not specified,https://career.habr.com/vacancies/1000165138
2026-04-19T17:27:05+03:00,Not specified,Customer Success Manager / КАМ / Кey Аccount Мanager,Not specified,,Not specified,https://career.habr.com/vacancies/1000165137
2026-04-19T17:27:05+03:00,Not specified,"Менеджер проектных продаж (B2B, RetailTech)",Not specified,,Not specified,https://career.habr.com/vacancies/1000165136
2026-04-19T17:27:05+03:00,Not specified,Сервис менеджер,Not specified,,Not specified,https://career.habr.com/vacancies/1000165135
2026-04-19T17:27:04+03:00,Not specified,Customer Success Manager,Not specified,,Not specified,https://career.habr.com/vacancies/1000165134
2026-04-19T17:27:04+03:00,Not specified,Системный аналитик,Not specified,,Not specified,https://career.habr.com/vacancies/1000165133
2026-04-19T17:27:04+03:00,Not specified,Инженер 2-й линии технической поддержки,Not specified,,Not specified,https://career.habr.com/vacancies/1000165132
2026-04-18T08:49:04+03:00,Not specified,Программист Delphi/C++,от 70 000 до 500 000 ₽,,Not specified,https://career.habr.com/vacancies/1000163864
2026-04-18T08:48:44+03:00,Not specified,Программист PHP,от 70 000 до 250 000 ₽,,Not specified,https://career.habr.com/vacancies/1000164672
2026-04-17T18:55:20+03:00,Not specified,MLOps специалист,Not specified,,Not specified,https://career.habr.com/vacancies/1000164861
2026-04-17T16:16:08+03:00,Not specified,"Системный администратор (Middle, в офис г. Йошкар-Ола)",Not specified,,Not specified,https://career.habr.com/vacancies/1000166178
2026-04-17T15:11:43+03:00,Not specified,"Инженер по обслуживанию систем безопасности, видеонаблюдения и СОТ",до 70 000 ₽,,Not specified,https://career.habr.com/vacancies/1000165394
2026-04-17T10:55:39+03:00,Not specified,DevOps-администратор 1С (Junior+/Middle),от 90 000 до 230 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166093
2026-04-17T10:55:21+03:00,Not specified,Менеджер проектов 1С ERP (управленческий учет),от 250 000 до 350 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166175
2026-04-16T18:26:58+03:00,Not specified,Консультант по продажам и сопровождению клиентов 1С,Not specified,,Not specified,https://career.habr.com/vacancies/1000165069
2026-04-16T18:26:57+03:00,Not specified,Менеджер по сопровождению клиентов,Not specified,,Not specified,https://career.habr.com/vacancies/1000165068
2026-04-16T18:26:57+03:00,Not specified,Начинающий специалист 1С (первая линия поддержки),Not specified,,Not specified,https://career.habr.com/vacancies/1000165067
2026-04-16T18:26:56+03:00,Not specified,Менеджер по продажам / Аккаунт менеджер,Not specified,,Not specified,https://career.habr.com/vacancies/1000165066
2026-04-16T18:26:56+03:00,Not specified,Менеджер по продажам 1С,Not specified,,Not specified,https://career.habr.com/vacancies/1000165065
2026-04-16T18:26:56+03:00,Not specified,Менеджер по продажам/ Аккаунт менеджер,Not specified,,Not specified,https://career.habr.com/vacancies/1000165064
2026-04-16T17:27:04+03:00,Not specified,Менеджер по сопровождению клиентов в IT (стажер),Not specified,,Not specified,https://career.habr.com/vacancies/1000165063
2026-04-16T17:27:03+03:00,Not specified,Эксперт по технологическим вопросам 1С,Not specified,,Not specified,https://career.habr.com/vacancies/1000165062
2026-04-16T17:27:03+03:00,Not specified,Программист 1С,Not specified,,Not specified,https://career.habr.com/vacancies/1000165061
2026-04-16T17:27:02+03:00,Not specified,Консультант по внедрению 1С:Управление проектами (1С:РМ),Not specified,,Not specified,https://career.habr.com/vacancies/1000165060
2026-04-16T17:27:02+03:00,Not specified,Аналитик 1С,Not specified,,Not specified,https://career.habr.com/vacancies/1000165059
2026-04-16T17:27:02+03:00,Not specified,Консультант 1С,Not specified,,Not specified,https://career.habr.com/vacancies/1000165058
2026-04-16T17:27:01+03:00,Not specified,"Аналитик 1С (ЗУП, БП, УТ или УНФ)",Not specified,,Not specified,https://career.habr.com/vacancies/1000165057
2026-04-16T16:08:10+03:00,Not specified,Golang developer,Not specified,,Not specified,https://career.habr.com/vacancies/1000165613
2026-04-16T16:07:41+03:00,Not specified,Android разработчик / Kotlin developer,от 120 000 до 180 000 ₽,,Not specified,https://career.habr.com/vacancies/1000165193
2026-04-16T16:06:53+03:00,Not specified,DevOps - инженер | Dev Ops engineer,от 70 000 до 100 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166174
2026-04-16T15:54:30+03:00,Not specified,"Инженер технической поддержки (Удаленно, любая локация, облачные сервисы)",от 1200 $,,Not specified,https://career.habr.com/vacancies/1000166137
2026-04-16T13:40:53+03:00,Not specified,Разработчик 1С / Специалист по интеграции (Мегаплан + 1С),от 100 000 ₽,,Not specified,https://career.habr.com/vacancies/1000159384
2026-04-16T13:13:38+03:00,Not specified,Разработчик C# (.NET),Not specified,,Not specified,https://career.habr.com/vacancies/1000129519
2026-04-16T13:08:11+03:00,Not specified,Python-инженер в SaaS про AI для CAD/CAM,от 2400 до 4000 $,,Not specified,https://career.habr.com/vacancies/1000166164
2026-04-16T11:48:44+03:00,Not specified,Lead Data Analyst / Analytics Lead,Not specified,,Not specified,https://career.habr.com/vacancies/1000166150
2026-04-16T10:46:23+03:00,Not specified,Senior CV разработчик,Not specified,,Not specified,https://career.habr.com/vacancies/1000166172
2026-04-16T10:39:37+03:00,Not specified,Senior QA Automation Engineer (Python),Not specified,,Not specified,https://career.habr.com/vacancies/1000166170
2026-04-16T10:15:44+03:00,Not specified,Разработчик-аналитик на внутренние проекты,Not specified,,Not specified,https://career.habr.com/vacancies/1000165591
2026-04-15T20:14:36+03:00,Not specified,Ведущий сетевой инженер,Not specified,,Not specified,https://career.habr.com/vacancies/1000166168
2026-04-15T17:30:53+03:00,Not specified,Менеджер по развитию корпоративных продаж 1С,Not specified,,Not specified,https://career.habr.com/vacancies/1000166167
2026-04-15T17:30:53+03:00,Not specified,Программист-консультант 1С,Not specified,,Not specified,https://career.habr.com/vacancies/1000166166
2026-04-15T17:30:53+03:00,Not specified,Аналитик-консультант 1С,от 104 400 ₽,,Not specified,https://career.habr.com/vacancies/1000166165
2026-04-15T14:27:03+03:00,Not specified,Аналитик 1C:ERP,Not specified,,Not specified,https://career.habr.com/vacancies/1000165053
2026-04-15T14:27:03+03:00,Not specified,Менеджер по продажам облачных сервисов,Not specified,,Not specified,https://career.habr.com/vacancies/1000165052
2026-04-15T14:27:03+03:00,Not specified,Разработчик 1С (Middle),Not specified,,Not specified,https://career.habr.com/vacancies/1000165051
2026-04-15T13:07:03+03:00,Not specified,Технический писатель (документация на программно-аппаратные комплексы по ГОСТ),Not specified,,Not specified,https://career.habr.com/vacancies/1000166159
2026-04-15T12:30:48+03:00,Not specified,Technical Product Manager,Not specified,,Not specified,https://career.habr.com/vacancies/1000166157
2026-04-15T11:07:26+03:00,Not specified,Java Developer,от 75 000 ₽,,Not specified,https://career.habr.com/vacancies/1000139801
2026-04-15T04:47:19+03:00,Not specified,"Продуктовый аналитик (только офис, Владивосток)",Not specified,,Not specified,https://career.habr.com/vacancies/1000165592
2026-04-14T20:53:41+03:00,Not specified,Vue 3 Frontend Developer,от 100 000 до 250 000 ₽,,Not specified,https://career.habr.com/vacancies/1000166151
2026-04-14T18:57:55+03:00,Not specified,Team Lead (Ecom),Not specified,,Not specified,https://career.habr.com/vacancies/1000166154
2026-04-14T18:27:03+03:00,Not specified,Системный аналитик 1С: Управление Холдингом,Not specified,,Not specified,https://career.habr.com/vacancies/1000165044
2026-04-14T18:16:25+03:00,Not specified,Full Stack Developer,Not specified,,Not specified,https://career.habr.com/vacancies/1000166152
2026-04-14T16:07:32+03:00,Not specified,"Fullstack-разработчик (.Net core, React)",Not specified,,Not specified,https://career.habr.com/vacancies/1000133692
2026-04-14T15:27:15+03:00,Not specified,Программист 1С,Not specified,,Not specified,https://career.habr.com/vacancies/1000165041
2026-04-14T15:27:14+03:00,Not specified,Аналитик 1С (направление «Логистика и склад»),Not specified,,Not specified,https://career.habr.com/vacancies/1000165040
2026-04-14T15:27:13+03:00,Not specified,DevOps-инженер,Not specified,,Not specified,https://career.habr.com/vacancies/1000165039
2026-04-14T15:27:12+03:00,Not specified,Аналитик данных,Not specified,,Not specified,https://career.habr.com/vacancies/1000165038
2026-04-14T15:27:11+03:00,Not specified,Старший аналитик,Not specified,,Not specified,https://career.habr.com/vacancies/1000165037
2026-04-14T15:27:10+03:00,Not specified,Консультант-аналитик 1С (регламентированный учёт),Not specified,,Not specified,https://career.habr.com/vacancies/1000165035
2026-04-14T15:27:10+03:00,Not specified,Разработчик 1С,Not specified,,Not specified,https://career.habr.com/vacancies/1000165034
2026-04-14T15:27:09+03:00,Not specified,Системный администратор Linux,Not specified,,Not specified,https://career.habr.com/vacancies/1000165033
2026-04-14T15:27:08+03:00,Not specified,Старший системный администратор/TeamLead,Not specified,,Not specified,https://career.habr.com/vacancies/1000165032
2026-04-14T15:27:08+03:00,Not specified,Руководитель проектов 1С:УАТ (TMS/FMS),Not specified,,Not specified,https://career.habr.com/vacancies/1000165030
